publication,title,price,image_urls,state,link,address,lat,lng,size,desc
17-06-2013,Apartamento T1,400 €,http://images.imoguia.com/I/Classified/640x480/d842526a-529a-4ac3-b918-5e758ea440e6.jpg,Recuperado,http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Penha-de-Franca-General-Rocadas-49ce7d03-02f8-4ae8-906c-a40bf639ceae.html?pn=1,"General Roçadas - Penha de França, Lisboa",38.7262069,-9.1284097,T1," T1 na penha de frança,,com a cozinha semi equipada ; tem um quintal,roupeiro no quarto,esta todo remodelado,temos outros imoveis em Lisboa,( TELEFONEMAS SÓ APÓS AS 18h ) "
17-06-2013,Andar de Prédio T1+1,350 €,http://images.imoguia.com/I/Classified/640x480/93b138dc-4fa9-49cd-b650-a5a4f616d49d.jpg,Recuperado,http://casa.sapo.pt/Andar-de-Predio-T1-Alugar-Lisboa-Santo-Condestavel-Arredores-00920587-fc4a-4ee4-82ff-22048814825c.html?pn=1,"Arredores - Santo Condestável, Lisboa",38.7252993,-9.1500364,T1+1, Zona central. T1 remodelado recentemente. Rua Maria Pia próximo a Campo de Ourique. 
16-06-2013,Apartamento T2,430 €,"http://images.imoguia.com/I/Classified/640x480/d2c305aa-ff54-4778-b767-c5c0bd0e5882.jpg,http://images.imoguia.com/I/Classified/640x480/cc4e497e-3424-4b31-beff-332d60a29d89.jpg,http://images.imoguia.com/I/Classified/640x480/d9dd1a86-44f6-47c4-a879-2311e3b818be.jpg",Recuperado,"http://casa.sapo.pt/Apartamento-T2-Alugar-Lisboa-Santa-Maria-dos-Olivais-tem.Varandas,Marquise-fbfefb27-881e-486a-a1f6-071b6cd4b34f.html?pn=1","Santa Maria dos Olivais, Lisboa",38.772151,-9.1179465,T2," 2 quartos ,2varandas uma com marquise, wc completo, pavimento em parquet,3 andar sem elevador.,Predio sossegado 3 pisos 2 andares por piso,,3 minutos do Metro Olivais Moscavide.,Só ao próprio "
14-06-2013,Apartamento T2,450 €,"http://images.imoguia.com/I/Classified/640x480/84829389-7973-4663-88a4-80cbaa2fb89e.jpg,http://images.imoguia.com/I/Classified/640x480/37345da9-2d05-4efe-b490-3486a73cd378.jpg,http://images.imoguia.com/I/Classified/640x480/463edec2-afbf-4582-a012-2fd7a384177a.jpg,http://images.imoguia.com/I/Classified/640x480/b13486ce-f7f6-4bd3-9e99-87cabd545faf.jpg,http://images.imoguia.com/I/Classified/640x480/e014b12b-301e-4d68-9f6f-3fed109aef33.jpg,http://images.imoguia.com/I/Classified/640x480/9aa888f3-a7cd-4fb7-9d9a-cadd2018e842.jpg,http://images.imoguia.com/I/Classified/640x480/e5f632c0-fe39-49b3-a349-96621d66adc2.jpg,http://images.imoguia.com/I/Classified/640x480/06d7c94c-1e27-41ae-8ef5-af3fe550fe5e.jpg,http://images.imoguia.com/I/Classified/640x480/efe32353-4f7a-487c-bea1-4638298f23e9.jpg,http://images.imoguia.com/I/Classified/640x480/c2898927-1486-4598-b679-a0b35d82e345.jpg,http://images.imoguia.com/I/Classified/640x480/62b88bef-a53f-40bc-a71b-3806ef3f95b3.jpg,http://images.imoguia.com/I/Classified/640x480/8588e107-3774-4945-9023-fae3392e05bd.jpg",Usado,"http://casa.sapo.pt/Apartamento-T2-Alugar-Lisboa-Alcantara-Quinta-do-Jacinto-perto.Centro-da-Cidade,Transportes-Publicos-tem.Cozinha-Equipada,Escolas-36961247-070f-4c63-9b0a-be2fae629d9b.html?pn=2","Quinta do Jacinto - Alcântara, Lisboa",38.7085979,-9.1783615,T2," Apartamento T2 Bairro do Jacinto, em Alcântara, r/chão Soalheiro, uma frente, com pequena zona de quintal, Situado em Zona Habitacional Tranquila, Perto Transportes e todo o tipo de Comércio e Serviços, Escolas, Bancos, Farmácia, ,Composto por: ,Cozinha, Kitchenette toda Equipada, Sala 12m2, Quartos com 12+10m2, Wc com Chuveiro,Arrendado Com Cozinha Equipada- Com Mobiliário - Área Útil 55m2,Apartamento com pequenas áreas, bom para pessoa só, ou casal. ,Para mais Informações ou Visitas.,Paulo Azevedo,918521224/961667431,Só Particulares"
14-06-2013,Andar de Prédio T3,450 €,,Recuperado,http://casa.sapo.pt/Andar-de-Predio-T3-Alugar-Lisboa-Prazeres-Necessidades-f50a909a-4c6d-4e60-8410-ff0fa3dfce7f.html?pn=2,"Necessidades - Prazeres, Lisboa",38.7094233,-9.1674679,T3, 
14-06-2013,"Apartamento T1, Ref: 000735",450 €,"http://imagens.casa.sapo.pt/imoveis/640x480/54086328.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54086340.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54086352.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54086359.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54086364.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54086369.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54086375.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54086381.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54086387.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54086394.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54086402.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54086410.jpg",Usado,http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Sao-Jose-Av.-da-Liberdade-tem.Hospital-57a2a6d2-a771-4012-825b-4f56ca150a8a.html?pn=2,"Av. da Liberdade - São José, Lisboa",38.7183313,-9.1433465,T1," Zona Av. Liberdade / R. São José perto Teatro Tivoli casa térrea antiga integralmente renovada muito gira com 2ass. pequenas sem móveis, cozinha (sem electrodomésticos) e wc. Renda 450€. Perto Universidade Autónoma e do Hospital Santa Marta. Trata 963250983,Outras opções disponiveis em http://www.matrizalfacinha.pt/,Siga-nos no facebook, aqui terá uma visão da Lisboa antiga e o que a actual tem para oferecer. "
15-06-2013,"Apartamento T1, Ref: Montrigues - 11649",450 €,"http://imagens.casa.sapo.pt/imoveis/640x480/54141920.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54141921.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54141922.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54141923.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54141924.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54141925.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54141926.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54141927.jpg",Usado,"http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Santa-Maria-dos-Olivais-tem.Varanda,Cozinha-Equipada-58dbd6b6-e171-44b1-92b6-c5fc002269f2.html?pn=1","Santa Maria dos Olivais, Lisboa",38.772151,-9.1179465,T1," Pavimento em mosaico.,Cozinha equipada (excepto maquina de lava loiça).,Quarto com roupeiro.,Wc com móvel e espelho.,Varanda fechada.,Apartamento disponivel a 22.07.2013.,Para mais informações Tel: 218936096 ou parquedasnacoes@montrigues.net,Mais imóveis em www.montrigues.net "
16-06-2013,Apartamento T2,400 €,"http://images.imoguia.com/I/Classified/640x480/b34687ad-8170-4c66-acad-28a9c5300884.jpg,http://images.imoguia.com/I/Classified/640x480/2420bb1d-42ef-44ac-894a-8c07285797d3.jpg,http://images.imoguia.com/I/Classified/640x480/b9565d63-8159-4ee4-b38a-120f4d6c6ec0.jpg,http://images.imoguia.com/I/Classified/640x480/276261d5-b9e5-4835-9fde-ac3d9050cbce.jpg,http://images.imoguia.com/I/Classified/640x480/78a39992-6ccd-45d6-974a-1c2c36388185.jpg,http://images.imoguia.com/I/Classified/640x480/e5c02801-31b9-441c-be67-d586e0417abf.jpg,http://images.imoguia.com/I/Classified/640x480/a7256c8b-d27a-46cd-817b-b9f94cfe22fe.jpg,http://images.imoguia.com/I/Classified/640x480/06a866cd-adab-45fc-ab15-64c305458ee0.jpg,http://images.imoguia.com/I/Classified/640x480/f0f7d0a0-2efd-42b1-9ca0-81f05acf98b4.jpg,http://images.imoguia.com/I/Classified/640x480/370faa71-2b69-4c12-a197-1e55a63932a4.jpg,http://images.imoguia.com/I/Classified/640x480/bd486b3d-b991-4218-81d5-b75a86122db0.jpg,http://images.imoguia.com/I/Classified/640x480/90d2b3dc-c014-4f21-a269-fedb74a3c8a4.jpg",Usado,"http://casa.sapo.pt/Apartamento-T2-Alugar-Lisboa-Penha-de-Franca-Sapadores-perto.Policia,Transportes-Publicos,Centro-da-Cidade,Escola,Hospital-dc15a3b4-7a8b-4b8c-99fc-bead50c4f9b6.html?pn=1","Sapadores - Penha de França, Lisboa",38.721587,-9.129464,T2," Alugo casa na Rua Angelina Vidal nº44 r/c direito , casa com 1 casa de banho, 1 cozinha, 2 quartos, 1 sala e um quintal pequeno. ,Casa não esta mobilada, mas está tudo arranjado e pronta a habitar.,Zona com Comércio, vários Transportes tais como, autocarros(726, 712, 730, 735, 34), eléctrico (28)e estação do metro dos anjos. O centro de Saúde é ao fundo da rua e tem vários consultórios médicos e de dentistas.,Ao cimo da rua podemos encontrar um mini-preço e um pingo doce.,Não aceito contactos via agências imobiliárias. "
14-06-2013,"Apartamento T1, Ref: 1590",450 €,"http://imagens.casa.sapo.pt/imoveis/640x480/54100071.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54100083.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54100089.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54100104.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54100111.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54100123.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54100127.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54100135.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54100140.jpg",Usado,http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Campolide-Campolide-tem.Terraco-faf6a9b6-a3cd-4374-ada9-fb97369e59cd.html?pn=2,"Campolide - Campolide, Lisboa",38.738111,-9.1637039,T1," ESTE APARTAMENTO JÁ ESTÁ ALUGADO.,Apartamento t1 em Campolide, perto das Amoreiras, bom estado, último andar com terraço. Mais imóveis em www.area-central.com "
14-06-2013,"Apartamento T2, Ref: 000871",410 €,"http://imagens.casa.sapo.pt/imoveis/640x480/54097039.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54097061.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54097076.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54097104.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54097125.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54097137.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54097155.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54097176.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54097215.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54097242.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54097282.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/54097313.jpg",Usado,http://casa.sapo.pt/Apartamento-T2-Alugar-Lisboa-Ajuda-Ajuda-tem.Varanda-42123b9d-aae0-42d2-ba1f-2cde9989ff4a.html?pn=2,"Ajuda - Ajuda, Lisboa",38.7037803,-9.1947285,T2," Ajuda apart. 3ass. sem móveis, cozinha sem electrodomésticos e wc. Varanda boas vistas. 3º and. s/ elevador. Renda 410€. Trata 964849792,Outras opções disponiveis em http://www.matrizalfacinha.pt/,Siga-nos no facebook, aqui terá uma visão da Lisboa antiga e o que a actual tem para oferecer. "
14-06-2013,Apartamento T1+1,320 €,"http://images.imoguia.com/I/Classified/640x480/3043e39c-4703-4184-b1c4-de8e87d3ee40.jpg,http://images.imoguia.com/I/Classified/640x480/ebbfc651-e7cc-4eea-a1f1-58a04ea06c42.jpg,http://images.imoguia.com/I/Classified/640x480/5f96661f-b1f0-435a-a7c5-5087d24177ad.jpg,http://images.imoguia.com/I/Classified/640x480/d8ff1a48-f98f-443f-b474-e2de8c2ed02e.jpg,http://images.imoguia.com/I/Classified/640x480/32f37dff-2f2c-47ee-bf20-e3eaf3b393f1.jpg,http://images.imoguia.com/I/Classified/640x480/5146e5de-884c-4157-af4a-70e078aac19c.jpg",Recuperado,"http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Penha-de-Franca-Paiva-Couceiro-perto.Centro-da-Cidade,Policia,Transportes-Publicos,Hospital,Escola-tem.Vista-para-Cidade,Marquise,Escolas-dd05804c-fec0-4acc-a576-491f7cc96d76.html?pn=2","Paiva Couceiro - Penha de França, Lisboa",38.7311176,-9.1279055,T1+1," VENHA VIVER DENTRO DE LISBOA EM ARROIOS. Apartamento 2+1Ass renovado. Em prédio bem situado dentro de Lisboa. Sala. quarto, quarto pequeno, cozinha, casa de banho, corredor e marquise. Junto Praça Paiva Couçeiro e Av. General Roçadas. Arroios. Tem transportes, escolas e zonas comerciais perto. Estação de Metro de Arroios é a mais perto. Passagem de muitos Autocarros. 964331718 "
